Comparison (group1/group2),Group,ProteinGroups,PTM.ModificationTitle,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process,Condition (Numerator),Condition (Denominator),protein_log2fc,corrected_log2fc,site_class
P3C4+Nigericin / Unstim,Q86UP2_S312_M1_19,Q86UP2,HexNAc (ST),-2.7693845270181106,2.7693845270181106,0.01221800660599652,0.4615845312046405,6,Q86UP2,KTN1,Kinectin,KTN1_HUMAN,152,581.8169791267434,6.818169791267434,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.8971571760827195,-0.872227350935391,Robust
P3C4+Nigericin / Unstim,Q86UP2_K311_M1_0,Q86UP2,Acetyl (K),-2.7693845270181106,2.7693845270181106,0.01221800660599652,0.4615845312046405,6,Q86UP2,KTN1,Kinectin,KTN1_HUMAN,152,581.8169791267434,6.818169791267434,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.8971571760827195,-0.872227350935391,Robust
P3C4+Nigericin / P3C4,P09104_K228_M1_13,P09104,Dimethyl (KR),-2.1682065708124365,2.1682065708124365,0.01228163015669314,0.4617147065778271,6,P09104,ENO2,Gamma-enolase,ENOG_HUMAN,18,349.46431269296073,4.494643126929607,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.2143285059810665,-0.95387806483137,Robust
P3C4+Nigericin / P3C4,P09104_S221_M1_31,P09104,Sulfo (STY),-2.1682065708124365,2.1682065708124365,0.01228163015669314,0.4617147065778271,6,P09104,ENO2,Gamma-enolase,ENOG_HUMAN,18,349.46431269296073,4.494643126929607,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.2143285059810665,-0.95387806483137,Robust
P3C4+Nigericin / P3C4,P14866_K418_M1_32,P14866,Trimethyl (K),-2.306509268830854,2.306509268830854,0.01231314502930151,0.4620557619598881,6,P14866,HNRNPL,Heterogeneous nuclear ribonucleoprotein L,HNRPL_HUMAN,42,394.684696385459,4.94684696385459,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.2628901622290456,-1.0436191066018086,Robust
LPS+Nigericin / Unstim,P20700_K156_M2_32,P20700,Trimethyl (K),-8.406995180182635,8.406995180182635,0.01235641183496723,0.4620605320316966,6,P20700,LMNB1,Lamin-B1,LMNB1_HUMAN,93,33843.586063270515,339.43586063270516,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.03082006405745276,-8.376175116125182,Robust
LPS+Nigericin / Unstim,P20700_K145_M2_32,P20700,Trimethyl (K),-8.406995180182635,8.406995180182635,0.01235641183496723,0.4620605320316966,6,P20700,LMNB1,Lamin-B1,LMNB1_HUMAN,93,33843.586063270515,339.43586063270516,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.03082006405745276,-8.376175116125182,Robust
LPS+Nigericin / Unstim,P38646_K377_M2_10,P38646,Crotonyl,0.6469786425336597,0.6469786425336597,0.01233542650994634,0.4620605320316966,6,P38646,HSPA9,"Stress-70 protein, mitochondrial",GRP75_HUMAN,95,-36.13836664806481,0.6386163335193519,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.01895807710822765,0.6659367196418873,Robust
LPS+Nigericin / Unstim,P38646_K368_M2_10,P38646,Crotonyl,0.6469786425336597,0.6469786425336597,0.01233542650994634,0.4620605320316966,6,P38646,HSPA9,"Stress-70 protein, mitochondrial",GRP75_HUMAN,95,-36.13836664806481,0.6386163335193519,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.01895807710822765,0.6659367196418873,Robust
P3C4 / Unstim,Q13077_C384_M1_24,Q13077,Nitrosyl,5.350596366665113,5.350596366665113,0.01233384184200608,0.4620605320316966,6,Q13077,TRAF1,TNF receptor-associated factor 1,TRAF1_HUMAN,23,-97.54918799533824,0.02450812004661772,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,2.570490043114346,2.780106323550767,Robust
LPS / Unstim,Q9UGC7_R278_M1_22,Q9UGC7,Methyl (KR),-2.811774313078809,2.811774313078809,0.01232176209794063,0.4620605320316966,6,Q9UGC7,MTRF1L,"Peptide chain release factor 1-like, mitochondrial",RF1ML_HUMAN,6,602.1475895620554,7.021475895620553,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.49028325960981056,-2.321491053468998,Robust
LPS / Unstim,Q9UGC7_C274_M1_24,Q9UGC7,Nitrosyl,-2.811774313078809,2.811774313078809,0.01232176209794063,0.4620605320316966,6,Q9UGC7,MTRF1L,"Peptide chain release factor 1-like, mitochondrial",RF1ML_HUMAN,6,602.1475895620554,7.021475895620553,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.49028325960981056,-2.321491053468998,Robust
P3C4+Nigericin / Unstim,Q9BYK8_T2632_M2_31,Q9BYK8,Sulfo (STY),-2.6840816200824116,2.6840816200824116,0.01242596341037022,0.462505187604715,6,Q9BYK8,HELZ2,Helicase with zinc finger domain 2,HELZ2_HUMAN,89,542.6715553468698,6.426715553468698,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.8874333606099682,-1.7966482594724433,Robust
P3C4+Nigericin / Unstim,P08621_C39_M1_24,P08621,Nitrosyl,-7.883638763061793,7.883638763061793,0.01247126088353015,0.462642320104424,6,P08621,SNRNP70,U1 small nuclear ribonucleoprotein 70 kDa,RU17_HUMAN,33,23516.293779134932,236.16293779134932,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.4758603519122513,-6.4077784111495415,Robust
LPS+Nigericin / Unstim,Q09666_S1298_M1_31,Q09666,Sulfo (STY),3.870561069260485,3.870561069260485,0.01247168811634197,0.462642320104424,6,Q09666,AHNAK,Neuroblast differentiation-associated protein AHNAK,AHNK_HUMAN,760,-93.16332369206148,0.0683667630793851,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.6286103582637066,4.499171427524192,Robust
LPS+Nigericin / Unstim,Q09666_S2092_M1_31,Q09666,Sulfo (STY),3.870561069260485,3.870561069260485,0.01247168811634197,0.462642320104424,6,Q09666,AHNAK,Neuroblast differentiation-associated protein AHNAK,AHNK_HUMAN,760,-93.16332369206148,0.0683667630793851,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.6286103582637066,4.499171427524192,Robust
LPS+Nigericin / Unstim,Q09666_S2287_M1_31,Q09666,Sulfo (STY),3.870561069260485,3.870561069260485,0.01247168811634197,0.462642320104424,6,Q09666,AHNAK,Neuroblast differentiation-associated protein AHNAK,AHNK_HUMAN,760,-93.16332369206148,0.0683667630793851,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.6286103582637066,4.499171427524192,Robust
P3C4+Nigericin / Unstim,P09382_K64_M1_22,P09382,Methyl (KR),-2.0302074936033994,2.0302074936033994,0.01248746436371209,0.46265002259496385,6,P09382,LGALS1,Galectin-1,LEG1_HUMAN,23,308.4635927654031,4.084635927654031,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.431972389012387,-0.5982351045910124,Robust
P3C4+Nigericin / P3C4,Q13077_C384_M1_24,Q13077,Nitrosyl,-5.3663669490143855,5.3663669490143855,0.01248418192838462,0.46265002259496385,6,Q13077,TRAF1,TNF receptor-associated factor 1,TRAF1_HUMAN,23,4025.127909070244,41.25127909070244,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.1756625137786592,-4.190704435235727,Robust
P3C4 / Unstim,P13489_C102_M2_24,P13489,Nitrosyl,7.596693029780647,7.596693029780647,0.01253017999844575,0.4628151645187921,5,P13489,RNH1,Ribonuclease inhibitor,RINI_HUMAN,45,-99.48338438339196,0.00516615616608027,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,0.34697902213462894,7.249714007646018,Robust
P3C4+Nigericin / Unstim,Q09666_K371_M1_13,Q09666,Dimethyl (KR),5.5136577749943845,5.5136577749943845,0.01254795484084846,0.46298496394983646,5,Q09666,AHNAK,Neuroblast differentiation-associated protein AHNAK,AHNK_HUMAN,760,-97.811111578941,0.02188888421059007,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.0379204968861848,6.551578271880569,Robust
LPS+Nigericin / LPS,P15153_Y72_M1_28,P15153,Phospho (STY),6.260446435535243,6.260446435535243,0.01264250085246605,0.4633096990958857,6,P15153,RAC2,Ras-related C3 botulinum toxin substrate 2,RAC2_HUMAN,13,-98.69557883565491,0.01304421164345079,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,0.3309183261919638,5.92952810934328,Robust
P3C4+Nigericin / P3C4,Q13151_K8_M1_32,Q13151,Trimethyl (K),-1.62237183147063,1.62237183147063,0.0126460147141904,0.4633096990958857,6,Q13151,HNRNPA0,Heterogeneous nuclear ribonucleoprotein A0,ROA0_HUMAN,26,207.8807851337068,3.078807851337068,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.0020004317958269,-0.620371399674803,Robust
P3C4+Nigericin / P3C4,Q9H4A4_C85_M1_24,Q9H4A4,Nitrosyl,-2.565663961438211,2.565663961438211,0.01265585702973031,0.4634311534946496,6,Q9H4A4,RNPEP,Aminopeptidase B,AMPB_HUMAN,43,492.0274056399606,5.920274056399606,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.3056535319558822,-1.2600104294823289,Robust
LPS+Nigericin / Unstim,P46940_C781_M1_24,P46940,Nitrosyl,-2.8182007534197853,2.8182007534197853,0.01267852979970655,0.463633049567251,6,P46940,IQGAP1,Ras GTPase-activating-like protein IQGAP1,IQGA1_HUMAN,148,605.2822607000165,7.052822607000166,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.46554930086548074,-2.3526514525543045,Robust
P3C4 / Unstim,P00558_C316_M1_24,P00558,Nitrosyl,3.663001433534174,3.663001433534174,0.01273256003223292,0.4638942724040886,6,P00558,PGK1,Phosphoglycerate kinase 1,PGK1_HUMAN,66,-92.10546245787624,0.0789453754212377,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,-0.01149632598712602,3.6744977595212998,Robust
LPS+Nigericin / Unstim,P07900_K499_M1_13,P07900,Dimethyl (KR),-10.243015403884892,10.243015403884892,0.01273310173134022,0.4638942724040886,6,P07900,HSP90AA1,Heat shock protein HSP 90-alpha,HS90A_HUMAN,61,121086.6785500374,1211.866785500374,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.7200308763953134,-9.522984527489578,Robust
LPS / Unstim,P07900_K499_M1_13,P07900,Dimethyl (KR),-10.208698580739796,10.208698580739796,0.01273359353530315,0.4638942724040886,6,P07900,HSP90AA1,Heat shock protein HSP 90-alpha,HS90A_HUMAN,61,118238.07204214163,1183.3807204214163,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.3647812418032683,-9.843917338936528,Robust
P3C4+Nigericin / Unstim,P07900_K499_M1_13,P07900,Dimethyl (KR),-10.25878839913911,10.25878839913911,0.01273288836055014,0.4638942724040886,6,P07900,HSP90AA1,Heat shock protein HSP 90-alpha,HS90A_HUMAN,61,122418.88260624446,1225.1888260624446,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.98112053457363535,-9.277667864565474,Robust
LPS+Nigericin / LPS,Q9H3P2_K288_M1_17,Q9H3P2,GlyGly (K),-2.382699173008881,2.382699173008881,0.01275258320869197,0.4639649131387845,6,Q9H3P2,NELFA,Negative elongation factor A,NELFA_HUMAN,20,421.511538545068,5.21511538545068,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-1.0272747454120472,-1.355424427596834,Robust
P3C4+Nigericin / P3C4,Cont_P60712_T106_M1_19,Cont_P60712;P60709,HexNAc (ST),-1.5696643226202172,1.5696643226202172,0.01278222776733366,0.4642275731453195,6,Cont_P60712;P60709,ACTB,"Actin, cytoplasmic 1;Actin, cytoplasmic 1",ACTB_BOVIN;ACTB_HUMAN,68,196.83564020517332,2.9683564020517332,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.3365612868390403,-1.233103035781177,Robust
P3C4+Nigericin / P3C4,P60709_T106_M1_19,Cont_P60712;P60709,HexNAc (ST),-1.5696643226202172,1.5696643226202172,0.01278222776733366,0.4642275731453195,6,Cont_P60712;P60709,ACTB,"Actin, cytoplasmic 1;Actin, cytoplasmic 1",ACTB_BOVIN;ACTB_HUMAN,68,196.83564020517332,2.9683564020517332,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.3365612868390403,-1.233103035781177,Robust
P3C4+Nigericin / P3C4,Q27J81_K966_M1_32,Q27J81,Trimethyl (K),-1.8152706631418871,1.8152706631418871,0.01279576941763536,0.4642275731453195,6,Q27J81,INF2,Inverted formin-2,INF2_HUMAN,48,251.92564873352748,3.5192564873352747,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.7363871348191302,-1.078883528322757,Robust
LPS+Nigericin / Unstim,Q08J23_K497_M3_13,Q08J23,Dimethyl (KR),0.6470815217988252,0.6470815217988252,0.01281796304775716,0.4642691892288486,6,Q08J23,NSUN2,RNA cytosine C(5)-methyltransferase NSUN2,NSUN2_HUMAN,69,-36.14292048894915,0.6385707951105085,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.5632844055083865,1.2103659273072118,Robust
LPS / Unstim,Cont_P68103_K408_M1_17,Cont_P68103;P68104,GlyGly (K),-2.539214588966413,2.539214588966413,0.01288984103520632,0.4642876905202742,6,Cont_P68103;P68104,EEF1A1,Elongation factor 1-alpha 1,EF1A1_BOVIN;EF1A1_HUMAN,61,481.27247287611414,5.812724728761141,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.18865425942571368,-2.3505603295406994,Robust
LPS / Unstim,P68104_K408_M1_17,Cont_P68103;P68104,GlyGly (K),-2.539214588966413,2.539214588966413,0.01288984103520632,0.4642876905202742,6,Cont_P68103;P68104,EEF1A1,Elongation factor 1-alpha 1,EF1A1_BOVIN;EF1A1_HUMAN,61,481.27247287611414,5.812724728761141,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.18865425942571368,-2.3505603295406994,Robust
LPS+Nigericin / Unstim,O15446_R59_M1_13,O15446,Dimethyl (KR),-2.4250095505244107,2.4250095505244107,0.01285507156817039,0.4642876905202742,6,O15446,POLR1G,DNA-directed RNA polymerase I subunit RPA34,RPA34_HUMAN,26,437.03255621239714,5.370325562123972,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.4273586860835488,-1.997650864440862,Robust
LPS+Nigericin / LPS,P08708_K32_M1_10,P08708,Crotonyl,0.7372183987010089,0.7372183987010089,0.01293715333845916,0.4642876905202742,6,P08708,RPS17,Small ribosomal subunit protein eS17,RS17_HUMAN,22,-40.0105129239112,0.599894870760888,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.14169323468972897,0.8789116333907379,Robust
P3C4+Nigericin / P3C4,P62937_K118_M1_13,P62937,Dimethyl (KR),-2.5904661203057735,2.5904661203057735,0.01284623218713723,0.4642876905202742,6,P62937,PPIA,Peptidyl-prolyl cis-trans isomerase A,PPIA_HUMAN,28,502.2932624475365,6.022932624475365,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.9850000694064516,-1.605466050899322,Robust
LPS+Nigericin / LPS,Q9UJU6_K23_M1_13,Q9UJU6,Dimethyl (KR),-4.137374083025165,4.137374083025165,0.01285170435022426,0.4642876905202742,4,Q9UJU6,DBNL,Drebrin-like protein,DBNL_HUMAN,43,1659.8420972905117,17.598420972905117,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.6947532155479066,-3.4426208674772583,Robust
P3C4 / Unstim,Cont_P60712_K315_M1_0,Cont_P60712;P60709,Acetyl (K),6.584785917650654,6.584785917650654,0.01307709210602089,0.46439983540366486,5,Cont_P60712;P60709,ACTB,"Actin, cytoplasmic 1;Actin, cytoplasmic 1",ACTB_BOVIN;ACTB_HUMAN,68,-98.95820582755374,0.01041794172446251,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,-0.05590576949103539,6.64069168714169,Robust
P3C4 / Unstim,P60709_K315_M1_0,Cont_P60712;P60709,Acetyl (K),6.584785917650654,6.584785917650654,0.01307709210602089,0.46439983540366486,5,Cont_P60712;P60709,ACTB,"Actin, cytoplasmic 1;Actin, cytoplasmic 1",ACTB_BOVIN;ACTB_HUMAN,68,-98.95820582755374,0.01041794172446251,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,-0.05590576949103539,6.64069168714169,Robust
P3C4+Nigericin / P3C4,O60664_S83_M1_31,O60664,Sulfo (STY),-9.135601573282102,9.135601573282102,0.01307542437264717,0.46439983540366486,5,O60664,PLIN3,Perilipin-3,PLIN3_HUMAN,41,56145.80048457301,562.4580048457301,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.491683341335443,-7.643918231946659,Robust
P3C4 / Unstim,P09651_K8_M1_23,P09651,Myristoyl,7.88613392221019,7.88613392221019,0.01311082974122609,0.46439983540366486,6,P09651,HNRNPA1,Heterogeneous nuclear ribonucleoprotein A1,ROA1_HUMAN,46,-99.57729523880748,0.00422704761192528,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,-0.5930504670565717,8.479184389266761,Robust
LPS+Nigericin / LPS,P14618_K475_M1_22,P14618,Methyl (KR),-2.06589291509547,2.06589291509547,0.01309942006451148,0.46439983540366486,6,P14618,PKM,Pyruvate kinase PKM,KPYM_HUMAN,78,318.69303389490733,4.1869303389490735,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.35254321335089667,-1.7133497017445731,Robust
P3C4+Nigericin / Unstim,P42224_S144_M1_31,P42224,Sulfo (STY),2.4100032150832376,2.4100032150832376,0.013100490189438,0.46439983540366486,6,P42224,STAT1,Signal transducer and activator of transcription 1-alpha/beta,STAT1_HUMAN,55,-81.18445758833161,0.18815542411668384,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.3670467230432235,3.777049938126461,Robust
LPS+Nigericin / Unstim,P48643_K368_M1_32,P48643,Trimethyl (K),6.672532031520515,6.672532031520515,0.01321077531824147,0.46439983540366486,6,P48643,CCT5,T-complex protein 1 subunit epsilon,TCPE_HUMAN,60,-99.01968034198605,0.00980319658013971,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.4431327648599605,7.115664796380476,Robust
P3C4+Nigericin / Unstim,P51531_K447_M1_23,P51531,Myristoyl,-4.814338200334564,4.814338200334564,0.01304090057179734,0.46439983540366486,6,P51531,SMARCA2,Probable global transcription activator SNF2L2,SMCA2_HUMAN,61,2713.5860858040123,28.135860858040125,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.0763525393783029,-3.7379856609562614,Robust
P3C4+Nigericin / Unstim,P51991_K182_M1_13,P51991,Dimethyl (KR),-2.5779622912360347,2.5779622912360347,0.01316646399057868,0.46439983540366486,6,P51991,HNRNPA3,Heterogeneous nuclear ribonucleoprotein A3,ROA3_HUMAN,42,497.09574639133984,5.970957463913399,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.4739316684071826,-1.1040306228288521,Robust
P3C4+Nigericin / Unstim,P53634_R443_M1_22,P53634,Methyl (KR),-1.3124077025299217,1.3124077025299217,0.0129940455468334,0.46439983540366486,6,P53634,CTSC,Dipeptidyl peptidase 1,CATC_HUMAN,20,148.35567317066102,2.48355673170661,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.5254953170038626,-0.786912385526059,Robust
P3C4+Nigericin / P3C4,Q92973_R692_M1_13,Q92973,Dimethyl (KR),-2.6911274759239987,2.6911274759239987,0.01322411657415489,0.46439983540366486,6,Q92973,TNPO1,Transportin-1,TNPO1_HUMAN,39,545.8179212813449,6.458179212813449,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.3345049430519569,-1.3566225328720418,Robust
LPS / Unstim,P48723_T397_M1_31,P48723,Sulfo (STY),2.7837650694203804,2.7837650694203804,0.01325692625567562,0.4644908748054914,6,P48723,HSPA13,Heat shock 70 kDa protein 13,HSP13_HUMAN,13,-85.47877638606678,0.14521223613933218,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.07508501754798061,2.858850086968361,Robust
LPS / Unstim,P07711_K130_M1_32,P07711,Trimethyl (K),-2.5559759679751153,2.5559759679751153,0.0133577849815801,0.4647972095969799,6,P07711,CTSL,Procathepsin L,CATL1_HUMAN,25,488.06513864355406,5.880651386435541,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.0535044286602917,-2.502471539314824,Robust
P3C4+Nigericin / P3C4,P31946_C96_M1_24,P31946,Nitrosyl,-1.880510137399566,1.880510137399566,0.01338127191610073,0.46504187532577607,6,P31946,YWHAB,14-3-3 protein beta/alpha,1433B_HUMAN,37,268.2052347152619,3.682052347152619,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.9877330097252992,-0.8927771276742669,Robust
P3C4+Nigericin / Unstim,Q13637_K210_M2_13,Q13637,Dimethyl (KR),-6.571112607234037,6.571112607234037,0.01337421466713996,0.46504187532577607,5,Q13637,RAB32,Ras-related protein Rab-32,RAB32_HUMAN,19,9408.280816786491,95.08280816786493,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.5117157202925101,-6.059396886941527,Robust
P3C4+Nigericin / Unstim,Q13637_K208_M2_32,Q13637,Trimethyl (K),-6.552336475811163,6.552336475811163,0.01338094982880431,0.46504187532577607,5,Q13637,RAB32,Ras-related protein Rab-32,RAB32_HUMAN,19,9285.335906949522,93.8533590694952,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.5117157202925101,-6.0406207555186535,Robust
LPS+Nigericin / LPS,P08134_K18_M1_22,P08134,Methyl (KR),-6.46541994798444,6.46541994798444,0.01343141155021176,0.4652930299601651,5,P08134,RHOC,Rho-related GTP-binding protein RhoC,RHOC_HUMAN,18,8736.602896690338,88.36602896690339,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,0.04026572277848851,-6.5056856707629285,Robust
LPS / Unstim,Q13637_K210_M2_13,Q13637,Dimethyl (KR),-6.376761117260157,6.376761117260157,0.01343957286035458,0.4652930299601651,5,Q13637,RAB32,Ras-related protein Rab-32,RAB32_HUMAN,19,8209.910981029147,83.09910981029147,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.339747728664539,-6.037013388595618,Robust
P3C4+Nigericin / P3C4,Q93050_T82_M1_28,Q93050,Phospho (STY),-0.7347198456864875,0.7347198456864875,0.01353514488443405,0.4652930299601651,6,Q93050,ATP6V0A1,V-type proton ATPase 116 kDa subunit a 1,VPP1_HUMAN,33,66.40742944994828,1.6640742944994829,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.03658915549505456,-0.6981306901914329,Robust
P3C4+Nigericin / Unstim,Q9UKM9_K224_M1_32,Q9UKM9,Trimethyl (K),-6.74027930178095,6.74027930178095,0.01344797303179584,0.4652930299601651,6,Q9UKM9,RALY,RNA-binding protein Raly,RALY_HUMAN,29,10591.194954200351,106.91194954200353,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.9410864020578578,-5.799192899723092,Robust
P3C4 / Unstim,Q9UKM9_K224_M1_32,Q9UKM9,Trimethyl (K),-6.478482424322672,6.478482424322672,0.01346313130825974,0.4652930299601651,6,Q9UKM9,RALY,RNA-binding protein Raly,RALY_HUMAN,29,8816.974734426363,89.16974734426364,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,-0.542707184231577,-5.935775240091095,Robust
LPS+Nigericin / LPS,P33241_K279_M2_17,P33241,GlyGly (K),1.0569886028944715,1.0569886028944715,0.01359647750881126,0.4655159713091262,4,P33241,LSP1,Lymphocyte-specific protein 1,LSP1_HUMAN,33,-51.9365738871685,0.4806342611283149,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.9669633545422898,2.0239519574367613,Robust
P3C4+Nigericin / P3C4,Q9UBR2_S213_M1_31,Q9UBR2,Sulfo (STY),-2.0734379612674565,2.0734379612674565,0.01363358240870855,0.4656284250602206,6,Q9UBR2,CTSZ,Cathepsin Z,CATZ_HUMAN,16,320.8884620811888,4.2088846208118875,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.2986652739431324,-0.7747726873243241,Robust
P3C4+Nigericin / P3C4,Q9UKM9_S135_M1_28,Q9UKM9,Phospho (STY),-1.3001710634354318,1.3001710634354318,0.01366516647913493,0.4656284250602206,6,Q9UKM9,RALY,RNA-binding protein Raly,RALY_HUMAN,29,146.25808028500808,2.4625808028500806,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.3983792178262807,-0.901791845609151,Robust
P3C4+Nigericin / P3C4,P11177_S70_M1_19,P11177,HexNAc (ST),-0.9317385825839988,0.9317385825839988,0.01375971875923269,0.4660163473219366,6,P11177,PDHB,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",ODPB_HUMAN,25,90.75734160530229,1.9075734160530229,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.09215681109785565,-0.8395817714861431,Robust
P3C4+Nigericin / P3C4,P11177_K68_M1_18,P11177,Hex (K),-0.9317385825839988,0.9317385825839988,0.01375971875923269,0.4660163473219366,6,P11177,PDHB,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",ODPB_HUMAN,25,90.75734160530229,1.9075734160530229,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.09215681109785565,-0.8395817714861431,Robust
P3C4 / Unstim,P31946_C96_M1_24,P31946,Nitrosyl,6.483009106571133,6.483009106571133,0.01381139463800818,0.46626593601857785,6,P31946,YWHAB,14-3-3 protein beta/alpha,1433B_HUMAN,37,-98.8820566504298,0.01117943349570207,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,0.1361049008496229,6.34690420572151,Robust
LPS+Nigericin / Unstim,Q02878_K237_M1_23,Q02878,Myristoyl,8.444808478845935,8.444808478845935,0.01381539111271221,0.46626593601857785,6,Q02878,RPL6,Large ribosomal subunit protein eL6,RL6_HUMAN,30,-99.71301490589644,0.00286985094103556,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.16344464101084466,8.60825311985678,Robust
